Country,City,House_Type,Income_Level,Market_Status,PPP_Index,Price_2015,Price_2020,Price_2025,Growth_Rate_%,Inflation_%,Interest_Rate_%,Population_Growth_%,Inaffordability_Ratio
Saudi Arabia,Dammam,Townhouse,High,Stable,0.7,101588,153429,231725,10.21,2.17,8.51,0.99,10.98
UK,London,Condo,High,Declining,0.96,124102,168927,229944,7.22,3.88,2.6,3.51,6.63
Germany,Frankfurt,Townhouse,Middle,Declining,0.66,126449,159413,200969,5.21,7.23,4.27,3.83,11.52
USA,Saint Petersburg,Condo,High,Declining,0.43,129790,197861,301634,10.49,4.36,1.04,1.46,8.38
Indonesia,Surabaya,Townhouse,Middle,Declining,1.02,110025,122215,135757,2.22,7.53,7.76,2.56,9.92
France,Paris,Condo,Low,Stable,0.69,391305,490889,615816,5.09,3.46,7.56,1.97,11.83
India,Mumbai,Condo,High,Stable,0.61,464777,726507,1135625,11.26,3.45,8.18,2.02,11.26
Turkey,Ankara,Townhouse,High,Booming,0.71,384937,503048,657399,6.14,3.37,2.79,1.99,9.8
Japan,Yokohama,Condo,Low,Stable,0.84,359883,433760,522802,4.11,4.89,1.4,3.36,11.91
India,Delhi,Condo,Middle,Declining,0.67,54934,62810,71816,2.87,5.92,6.51,3.26,5.28
Japan,Yokohama,Villa,High,Stable,0.99,359593,441417,541861,4.55,5.27,2.33,2.08,10.93
Canada,Montreal,Condo,High,Stable,0.68,427805,588078,808395,7.49,3.15,6.23,2.27,6.59
India,Mumbai,Townhouse,High,Stable,0.41,237519,258900,282206,1.8,2.59,4.74,1.57,11.33
Saudi Arabia,Riyadh,Villa,Middle,Stable,0.64,391036,524628,703860,6.83,6.22,3.34,3.8,7.77
Turkey,Ankara,Villa,Middle,Booming,1.05,214271,236794,261685,2.1,6.04,1.07,2.16,4.74
Brazil,Brasilia,Villa,Middle,Declining,0.86,490739,640621,836281,6.11,6.9,5.57,2.24,11.37
UAE,Abu Dhabi,Condo,Low,Stable,1.1,403610,489555,593801,4.26,5.27,3.02,2.05,7.36
Italy,Rome,Condo,Low,Booming,1.05,453213,579225,740273,5.56,2.11,8.76,1.11,8.6
France,Lyon,Apartment,High,Declining,0.32,229778,365870,582567,11.85,2.6,4.81,1.58,11.15
Saudi Arabia,Dammam,Townhouse,Low,Booming,1.08,156964,171822,188085,1.89,5.76,4.03,2.85,3.29
Germany,Berlin,Condo,Middle,Booming,0.42,358868,418728,488573,3.34,7.15,1.53,1.25,11.99
Mexico,Guadalajara,Condo,Low,Stable,0.69,366335,421455,484869,3.01,5.66,7.53,1.6,10.46
India,Mumbai,Condo,High,Stable,0.84,225105,305401,414339,7.13,5.46,2.49,1.91,6.09
Australia,Sydney,Apartment,Low,Declining,0.66,392500,516293,679129,6.31,7.64,3.64,1.95,10.08
Italy,Naples,Townhouse,Middle,Booming,0.79,296163,319659,345020,1.59,4.39,3.44,4,5.78
France,Paris,Condo,Middle,Declining,1.1,354305,438454,542589,4.75,5.26,8.56,3.59,4.44
Germany,Berlin,Condo,High,Declining,0.61,200850,215538,231299,1.46,5.59,8.69,1.84,9.66
Turkey,Izmir,Condo,Middle,Booming,0.86,219042,246988,278499,2.55,6.26,8.69,2.9,3.16
South Korea,Busan,Villa,Middle,Booming,0.49,81266,110823,151131,7.27,6.54,2,3.43,8
Germany,Munich,Condo,High,Stable,0.92,487131,533907,585176,1.92,7.41,2.13,1.88,10.66
Mexico,Guadalajara,Condo,Middle,Stable,1.12,277867,382556,526687,7.54,6.25,8.49,0.93,10.29
China,Beijing,Apartment,High,Stable,0.73,252781,324354,416193,5.66,5.06,9.51,2.42,11.58
UAE,Dubai,Townhouse,Middle,Declining,0.46,375861,562563,842006,9.93,6.07,6.46,2.48,10.75
UK,Manchester,Condo,Middle,Declining,1.04,105030,159301,241616,10.33,4.48,3.28,3.54,6.89
Australia,Sydney,Apartment,Low,Stable,1.03,168532,177322,186572,1.04,4.97,1.9,3.14,5.48
France,Paris,Villa,Middle,Stable,0.7,89165,107681,130043,4.15,6.69,2.36,2.77,11.26
China,Beijing,Condo,High,Declining,0.91,414960,460578,511211,2.2,3.5,9.05,3,8.76
UK,Birmingham,Apartment,Low,Booming,0.9,236390,254003,272928,1.49,6.71,7.11,2.15,11.1
Japan,Osaka,Townhouse,High,Stable,0.6,182445,279147,427106,10.6,6.78,5.63,0.96,4.94
Canada,Montreal,Villa,Middle,Booming,0.89,223269,337149,509115,10.2,7.7,8.25,1.82,10.1
Canada,Vancouver,Villa,Low,Declining,0.62,125195,133754,142898,1.37,4.31,9.13,1.34,4.86
USA,Kazan,Villa,High,Stable,1.17,61252,90786,134562,9.64,3.93,1.34,3.71,4.26
Australia,Melbourne,Condo,Low,Declining,0.8,173324,188205,204364,1.72,2.3,2.04,0.75,9.85
Indonesia,Bandung,Apartment,Low,Declining,0.74,204301,261527,334781,5.6,7.57,9.2,3,10.96
Russia,New York,Villa,Middle,Booming,0.59,221499,307339,426446,7.75,5.74,5.34,1.9,11.88
India,Delhi,Villa,Middle,Booming,1.04,245741,356327,516678,9,3.62,1.9,1.73,6.63
Brazil,Brasilia,Villa,High,Declining,0.31,416656,519802,648483,4.95,5.48,1.67,1.11,11.01
UAE,Dubai,Apartment,Low,Booming,0.85,477628,763876,1221677,11.99,4.23,3.69,3.5,11.99
France,Lyon,Condo,Low,Booming,0.87,407813,603547,893226,9.6,4.13,6.17,3.42,9.19
South Africa,Johannesburg,Townhouse,Low,Booming,0.32,201518,227606,257073,2.59,3.4,9.15,0.63,4.98
Germany,Munich,Villa,High,Declining,0.58,327598,440212,591537,6.88,3.31,2.48,1.33,7.52
India,Mumbai,Condo,High,Declining,0.54,476421,621790,811514,6.1,2.35,7.56,1.65,8.88
UAE,Sharjah,Condo,High,Booming,0.55,306835,452484,667271,9.49,7.57,3.35,1.67,7.18
Australia,Brisbane,Townhouse,Low,Booming,1.13,455624,500928,550737,1.99,2.79,5.46,0.87,6.11
UAE,Sharjah,Villa,Middle,Declining,0.43,336218,528610,831092,11.44,7.98,4.38,2.6,10.71
Indonesia,Bandung,Apartment,Low,Stable,0.41,360304,459339,585594,5.5,3.24,4.62,0.77,9.26
Japan,Yokohama,Condo,Low,Declining,0.53,190133,212301,237054,2.33,7.19,5.44,2.5,8.12
South Africa,Johannesburg,Townhouse,High,Stable,0.67,136638,199468,291188,9.2,2.76,1.93,2.99,4.88
Japan,Osaka,Apartment,Low,Booming,0.58,263852,342254,443953,5.94,6.25,6.61,2.76,9.43
France,Marseille,Apartment,Middle,Booming,0.56,195050,251790,325035,5.82,3.84,9.86,3.35,4.48
France,Lyon,Townhouse,Middle,Declining,0.31,69252,82011,97121,3.68,2.69,5.8,3.5,9.63
Spain,Valencia,Townhouse,Middle,Booming,0.49,229685,305329,405887,6.59,6.86,8.55,3.68,7.58
South Korea,Incheon,Villa,Low,Declining,0.92,100310,136513,185782,7.22,3.49,4.89,2.72,5.31
India,Delhi,Apartment,Middle,Declining,0.35,54605,58001,61608,1.24,2.05,1.99,1.34,4.99
Germany,Berlin,Townhouse,Middle,Stable,1.19,187703,210242,235489,2.4,5.27,8.72,2.87,5.66
USA,Saint Petersburg,Condo,High,Stable,0.81,371685,539114,781961,9.01,6,8.84,3.55,8.21
USA,Saint Petersburg,Condo,Low,Booming,0.69,338707,508066,762107,10,2.03,9.93,1.14,7.23
India,Mumbai,Townhouse,High,Stable,1.08,151268,198500,260479,6.24,2.8,4.56,1.12,6.27
Spain,Barcelona,Condo,Middle,Declining,0.64,496927,793665,1267600,11.94,2.69,7.53,0.68,3.27
Canada,Toronto,Condo,Low,Stable,0.39,484469,759392,1190328,11.35,3.16,2.46,1.34,7.64
UAE,Abu Dhabi,Apartment,Middle,Booming,0.81,149717,219507,321828,9.32,3.86,9.3,2.8,6.93
Turkey,Izmir,Apartment,High,Booming,1.01,418062,505756,611846,4.2,4.04,9.42,1.08,3.38
Saudi Arabia,Riyadh,Apartment,Low,Booming,0.71,410544,605314,892485,9.49,7.52,5.8,0.85,8.3
UAE,Abu Dhabi,Villa,Middle,Stable,1,91998,105334,120603,2.9,2.07,6.34,3.6,9.04
India,Delhi,Apartment,Low,Stable,1.18,78365,121203,187459,10.93,6.88,3.83,3.91,5.59
UK,Manchester,Townhouse,Low,Declining,1.1,446337,654647,960179,9.33,5.38,2.08,2.36,6.21
South Africa,Durban,Townhouse,High,Booming,1.01,391158,606622,940773,11.02,2.09,8.28,3.78,10.1
Spain,Madrid,Townhouse,Low,Stable,0.42,86576,91897,97545,1.23,5.77,6.67,3.95,6.58
Turkey,Ankara,Villa,Middle,Booming,0.6,330991,497839,748792,10.08,7.62,8.23,1.99,8.71
USA,Kazan,Townhouse,Low,Booming,1.07,270774,316583,370142,3.38,3.02,1,3.01,4
Italy,Milan,Villa,Middle,Stable,0.52,184044,249971,339512,7.16,4.39,7.07,0.69,4.12
South Africa,Cape Town,Townhouse,Low,Stable,0.75,201634,244521,296530,4.25,2.4,9.06,2.92,4.09
USA,Kazan,Condo,Middle,Booming,0.36,488693,696213,991857,8.49,4.5,7.32,3.15,10.02
Canada,Montreal,Apartment,High,Stable,0.73,243447,257096,271510,1.12,7.56,6.43,1.21,11.28
China,Shenzhen,Condo,High,Declining,1.12,495133,757915,1160165,10.61,7.99,3.2,3.45,10.41
UK,London,Villa,Middle,Declining,0.51,94297,149808,237997,11.77,3.78,8.84,0.51,3.19
Japan,Osaka,Townhouse,High,Declining,0.72,157422,225020,321647,8.59,5.39,1.7,1.07,6.49
UAE,Abu Dhabi,Apartment,Low,Declining,0.47,406500,519848,664802,5.58,2.56,5.36,0.82,4.16
Brazil,Brasilia,Apartment,High,Declining,0.52,436787,680749,1060973,11.17,6.96,4.01,1.45,7.94
India,Mumbai,Apartment,Low,Booming,0.95,497018,557835,626094,2.45,2.3,7.25,3.41,10.62
UAE,Abu Dhabi,Apartment,Middle,Declining,0.91,479307,637983,849189,6.62,7.48,9.71,3.47,5.79
South Africa,Durban,Apartment,Middle,Declining,0.48,296654,385400,500696,5.98,7.27,1.9,1.4,9.77
Italy,Naples,Townhouse,Middle,Booming,0.39,194344,245444,309980,5.26,5.74,2.42,3.51,7.03
Indonesia,Surabaya,Apartment,High,Booming,1.13,260541,312981,375976,4.03,2.85,1.03,2.36,3.96
Canada,Vancouver,Condo,High,Declining,0.65,315172,378720,455080,4.03,3.05,7.97,3.81,3.9
UK,Birmingham,Apartment,Low,Stable,0.44,482006,516123,552655,1.42,7.87,1.04,3.56,5.77
Spain,Valencia,Villa,Low,Declining,1.14,192625,271576,382887,8.2,2.48,3.18,3.21,7.76
Canada,Montreal,Townhouse,Middle,Booming,1.14,242938,371306,567503,10.57,4.69,9.81,3.86,5.96
Spain,Valencia,Villa,Middle,Stable,1.1,431425,502987,586420,3.32,5.75,1.65,3.43,4.57
Indonesia,Jakarta,Villa,Middle,Stable,0.36,230099,314615,430176,7.35,7.13,9.77,2.04,3.54
USA,Kazan,Condo,Middle,Declining,0.97,304328,394513,511423,5.93,3.86,5.52,1.69,9.81
South Africa,Johannesburg,Condo,Middle,Stable,0.79,444581,599718,808989,6.98,3.43,8.66,2.45,4.86
Germany,Frankfurt,Condo,High,Booming,0.86,210973,319502,483861,10.29,4.72,7.54,0.83,6.56
UK,Birmingham,Condo,Middle,Booming,1.18,413807,470899,535868,2.76,3.67,3.97,2.78,9.81
Brazil,Sao Paulo,Villa,Middle,Declining,0.97,279443,418034,625358,9.92,4.62,2.11,2.48,11.57
Russia,New York,Condo,High,Stable,1.01,310415,436364,613416,8.11,7.58,4.86,1.66,11.8
South Korea,Incheon,Townhouse,High,Booming,1.08,195370,254973,332760,6.1,4.49,2.34,3.85,6.64
Indonesia,Bandung,Apartment,High,Declining,1.09,135210,182714,246906,7.03,2.14,7.88,2.53,8.63
Australia,Sydney,Condo,High,Declining,0.35,144967,158142,172514,1.82,3.73,6.65,2.48,8.51
USA,Kazan,Townhouse,Low,Declining,0.79,172863,204753,242525,3.69,2.82,8.64,2.66,4.68
Italy,Rome,Townhouse,Middle,Booming,0.46,442866,645921,942077,9.17,5.96,4.66,1.42,11.82
Brazil,Rio de Janeiro,Townhouse,Middle,Booming,1.02,185801,281704,427108,10.32,6.55,3.67,1.99,4.67
Japan,Osaka,Villa,Middle,Stable,0.4,375243,449215,537770,3.94,6.92,9.96,0.77,7.26
France,Marseille,Apartment,Low,Booming,1.02,405028,594580,872843,9.36,4.09,5.08,2.58,11.77
Australia,Brisbane,Townhouse,High,Declining,0.59,465415,557635,668128,3.96,7.93,7.03,2.12,8.52
Spain,Barcelona,Townhouse,Middle,Booming,0.55,173378,192875,214565,2.25,2.68,4.13,3.17,8.47
South Africa,Johannesburg,Townhouse,Middle,Stable,0.39,433506,598565,826470,7.62,7.77,7.03,1.11,7.26
UAE,Sharjah,Apartment,Middle,Stable,0.88,62719,66369,70232,1.16,2.78,3.26,2,7.39
Saudi Arabia,Dammam,Villa,Low,Declining,0.42,353026,486426,670235,7.56,3.77,1.12,0.77,6.53
Germany,Munich,Condo,High,Booming,0.44,219569,306408,427593,7.91,5.28,3.08,1.7,8.53
Canada,Montreal,Townhouse,High,Booming,1.07,388946,526777,713451,7.09,4.17,4.29,3.58,3.35
Japan,Yokohama,Villa,Middle,Booming,1.19,348969,497150,708253,8.49,2.23,6.45,2.2,3.95
Saudi Arabia,Jeddah,Villa,Low,Stable,0.55,450642,609490,824331,7.05,4.48,1.65,3,9.33
Russia,Los Angeles,Townhouse,High,Declining,0.85,279618,360311,464290,5.77,5.56,3.1,3.79,8.3
UK,Manchester,Townhouse,High,Declining,0.58,252356,376799,562609,9.86,2.97,3.64,2.88,5.84
Spain,Valencia,Apartment,Middle,Booming,1.01,108704,159738,234732,9.39,2.41,1.11,3.64,8.23
Indonesia,Jakarta,Apartment,High,Booming,0.62,154668,214878,298527,7.79,5.05,9.92,3.94,8.72
UAE,Sharjah,Apartment,Low,Booming,0.7,271013,386293,550607,8.51,2.61,3.96,0.76,3.66
Spain,Madrid,Villa,Middle,Booming,0.48,268364,397615,589117,9.63,4.91,4.02,0.79,7.95
Indonesia,Jakarta,Townhouse,Low,Booming,0.54,326720,518653,823338,11.75,2.67,2.91,2.16,11.72
UAE,Dubai,Condo,High,Stable,0.99,454203,560279,691129,4.67,7.95,1.93,0.69,10.7
France,Paris,Villa,Low,Declining,1.13,90763,100964,112311,2.25,2.2,1.94,1.23,11.73
Italy,Rome,Apartment,Low,Booming,0.9,400349,591266,873227,9.54,5.21,8.18,2.59,5.83
Brazil,Rio de Janeiro,Townhouse,High,Booming,0.8,290079,435959,655203,10.06,7.89,4.7,3.17,3.9
Russia,New York,Condo,Low,Booming,1,217138,232699,249375,1.43,4.18,6.5,0.92,11.32
Saudi Arabia,Riyadh,Townhouse,Middle,Declining,0.37,468503,674141,970039,8.78,3.98,4.52,3.09,8.41
Canada,Toronto,Villa,High,Booming,0.9,225124,296780,391245,6.37,7.94,2.93,1.96,5.63
Canada,Vancouver,Townhouse,High,Stable,0.99,393806,476838,577376,4.22,2.49,1.1,2,6.69
Germany,Munich,Villa,High,Booming,1.19,261411,311348,370825,3.82,7.35,5.42,2.6,3.86
Turkey,Istanbul,Apartment,Middle,Declining,0.64,474901,652622,896851,7.48,4.07,6.63,3.69,5.47
Spain,Madrid,Villa,Middle,Stable,0.75,481411,551128,630941,2.9,6.32,6.53,2.88,6.16
Italy,Rome,Townhouse,Middle,Stable,0.58,357894,418217,488707,3.37,4.52,2.69,0.53,11.73
China,Shenzhen,Villa,Low,Booming,0.69,486207,548042,617741,2.54,5.52,2.81,3.27,10.05
USA,Saint Petersburg,Villa,Middle,Stable,0.4,460429,532738,616402,3.14,5.68,9.87,3.59,11.61
China,Shanghai,Condo,Low,Declining,0.61,97509,112486,129762,3.07,5,8.14,1.03,8.94
UK,Birmingham,Apartment,High,Stable,0.59,203541,287818,406990,8.28,4.8,8.31,1.05,10.11
UAE,Dubai,Apartment,Middle,Declining,0.36,137324,193748,273356,8.22,7.13,3.27,1.65,7.83
India,Delhi,Villa,High,Declining,0.49,415020,612363,903541,9.51,2.87,5.17,3.21,6.04
Italy,Rome,Townhouse,High,Declining,0.87,72596,100529,139211,7.7,2.92,8.48,1.74,5.53
Mexico,Monterrey,Villa,Low,Stable,1.06,72565,92022,116696,5.36,4.22,3.56,3.69,9.76
Mexico,Monterrey,Townhouse,Middle,Booming,0.36,371609,497962,667276,6.8,7.41,3.82,2.51,7.51
UK,Manchester,Condo,High,Stable,0.74,255247,296877,345297,3.26,6.53,5.06,3.85,5.35
USA,Moscow,Condo,High,Stable,0.91,473323,669705,947567,8.3,7.23,8.45,1.76,8.4
UAE,Dubai,Apartment,High,Declining,0.44,290987,342413,402929,3.53,6.46,5.75,1.94,5.42
Canada,Toronto,Condo,High,Booming,1.2,82270,88354,94889,1.48,3.3,9.74,3.93,8.89
UAE,Sharjah,Townhouse,High,Stable,1.09,146283,231803,367321,11.69,2.86,1.91,0.89,8.16
Russia,New York,Apartment,High,Stable,1,215000,341387,542068,11.76,4.61,2.35,2.13,9.11
South Africa,Durban,Apartment,High,Stable,1.05,256446,352993,485890,7.53,3.6,6.81,3.95,3.44
South Africa,Johannesburg,Apartment,Middle,Stable,1.1,303027,360194,428147,3.77,7.73,5.35,1.66,4.63
Spain,Barcelona,Condo,High,Stable,0.52,424782,589566,818274,7.76,7.48,3.09,0.92,3.05
UK,London,Villa,Low,Booming,0.76,499238,715024,1024080,8.64,3.85,8.89,3.24,3.14
Canada,Toronto,Apartment,Low,Booming,1.04,185237,209748,237502,2.65,3.36,5.22,1.99,5.6
Turkey,Istanbul,Condo,High,Declining,0.45,393004,626668,999261,11.89,6.67,3.66,1.36,4.96
South Korea,Busan,Apartment,Middle,Booming,0.42,298099,412262,570146,7.66,6.23,7.12,1.52,5.97
Japan,Osaka,Townhouse,High,Booming,0.91,207251,241851,282226,3.34,4.25,3.45,0.81,10.47
Saudi Arabia,Dammam,Townhouse,High,Declining,1.07,148888,161636,175476,1.71,6.43,2.9,1.88,3.58
Indonesia,Jakarta,Condo,High,Stable,0.5,406806,607125,906084,9.85,3.24,4.02,0.97,3.67
South Korea,Busan,Townhouse,Low,Stable,1.19,345017,465136,627075,6.96,6.59,8.56,3.32,3.15
UAE,Dubai,Apartment,Low,Booming,0.47,344707,433183,544367,5.13,7.89,6.99,3.85,4.81
Saudi Arabia,Dammam,Condo,Low,Booming,1.08,194609,310257,494630,11.89,2.95,5.65,3.27,6.89
India,Bangalore,Villa,High,Booming,0.72,493860,634077,814103,5.68,5.62,1.49,3.45,8.83
Spain,Barcelona,Condo,Low,Declining,0.66,57276,78779,108354,7.51,2.08,1.01,2.66,4.7
Italy,Milan,Townhouse,Middle,Stable,0.47,343972,371330,400863,1.59,3.88,2.34,2.53,8.96
Germany,Frankfurt,Apartment,Low,Booming,0.95,164854,181189,199143,1.98,2.47,4.84,3.81,4.96
UAE,Abu Dhabi,Apartment,Low,Declining,0.53,95400,131944,182487,7.66,6.08,6.79,3.51,7.38
South Africa,Cape Town,Townhouse,High,Declining,0.42,180232,254909,360527,8.29,5.68,5.78,2.89,8.74
Turkey,Ankara,Apartment,High,Stable,1.09,313707,463732,685503,9.56,3.49,7.1,3.66,6.47
Turkey,Izmir,Condo,High,Declining,1,376155,407278,440976,1.65,5.49,2.17,3.89,10.3
South Korea,Busan,Townhouse,Low,Declining,0.4,104788,144289,198681,7.54,4.07,1.31,2.4,6.49
Russia,New York,Condo,Low,Booming,0.39,410864,638192,991299,11.07,6.54,8.4,1.26,5.37
India,Mumbai,Condo,Low,Declining,0.49,394279,619551,973535,11.43,6.3,8.93,2.74,6.49
USA,Moscow,Condo,Middle,Stable,0.68,83895,89541,95567,1.35,6.17,4.95,2.43,8.02
India,Mumbai,Villa,Middle,Booming,0.55,264152,345753,452562,6.18,4.33,8.39,2.08,8.43
Saudi Arabia,Riyadh,Villa,Middle,Booming,1.11,439805,677182,1042679,10.79,3.62,1.31,1.41,5.51
Saudi Arabia,Jeddah,Townhouse,High,Stable,1.12,342159,374643,410210,1.9,2.81,2.4,2.71,9.62
Germany,Berlin,Townhouse,Middle,Declining,1.07,473286,549456,637884,3.22,3.86,3.16,1.76,11.23
Russia,New York,Townhouse,Middle,Booming,0.82,382186,504320,665483,6.39,2.17,1.58,2.38,9.47
South Africa,Durban,Apartment,Middle,Stable,0.49,374859,560739,838791,9.92,4.47,7.72,1.91,9.11
Mexico,Guadalajara,Townhouse,High,Declining,0.99,496367,615479,763175,4.8,4.47,2.49,1.21,9.24
USA,Kazan,Condo,High,Declining,1.13,227572,261461,300396,2.98,3.71,5.1,1.52,5.1
UAE,Sharjah,Townhouse,Middle,Stable,0.96,53530,72083,97065,6.93,6.76,3.4,2.61,9.02
Brazil,Brasilia,Townhouse,High,Booming,0.89,250632,310939,385756,4.81,7.02,7.83,1.62,3.93
France,Lyon,Villa,High,Declining,0.36,92424,126675,173617,7.41,2.31,4.03,3.14,5.65
Australia,Melbourne,Condo,Middle,Booming,0.99,385460,456849,541460,3.7,6.37,7.73,1.89,4.89
UK,London,Apartment,Low,Booming,0.77,464629,651312,913002,8.04,3.04,7.14,2,8.32
Brazil,Brasilia,Villa,High,Stable,0.96,281726,421939,631934,9.95,6.33,6.54,1.03,10.52
Russia,Los Angeles,Villa,Low,Stable,1.14,111634,147193,194079,6.37,3.55,7.79,3.03,4.27
USA,Kazan,Apartment,Low,Stable,1.09,131438,195644,291215,9.77,4.74,3.95,1.05,4.51
Turkey,Izmir,Townhouse,High,Stable,0.9,297694,332568,371527,2.34,2.68,1.65,3.1,9.41
USA,Kazan,Townhouse,High,Booming,0.35,302122,331298,363292,1.93,7.42,9.16,2.94,11.34
Saudi Arabia,Riyadh,Condo,Middle,Stable,1.03,422842,576478,785935,7.27,3.84,2.96,1.65,8.66
China,Beijing,Apartment,Middle,Stable,0.46,166388,217541,284421,6.15,3.4,6.3,3.73,9.73
Canada,Montreal,Condo,Low,Booming,0.9,312225,411628,542679,6.37,3.12,9.05,1.37,3.82
South Africa,Durban,Condo,Middle,Booming,0.98,129027,161870,203073,5.09,2.17,2.23,1.11,3.49
Indonesia,Bandung,Condo,Low,Booming,0.89,426654,535588,672336,5.11,7.25,2.92,1.64,4.36
Saudi Arabia,Jeddah,Condo,Low,Booming,0.86,238941,331485,459871,7.75,6.57,5.91,2.7,11.42
Brazil,Brasilia,Condo,Middle,Booming,0.57,211624,305741,441715,8.89,5.67,2.61,1.82,7.21
Brazil,Sao Paulo,Townhouse,Middle,Declining,0.68,130224,202945,316277,11.17,6.57,5.33,2.88,11.08
Italy,Milan,Townhouse,High,Booming,0.42,162668,219355,295797,6.97,6.79,1.33,3.94,7.09
UAE,Sharjah,Villa,Middle,Stable,0.62,181726,208239,238620,2.92,6.75,9.6,1.95,11.57
Spain,Valencia,Apartment,Low,Declining,1.04,266473,378582,537857,8.41,4.61,6.03,0.7,9.27
South Africa,Durban,Villa,High,Stable,0.35,417688,628086,944467,10.07,3.42,3.91,2.18,8.37
Brazil,Brasilia,Apartment,Low,Declining,0.56,316619,384307,466465,4.28,2.33,1.02,0.85,10.13
France,Lyon,Townhouse,High,Stable,1.17,242135,322518,429586,6.64,2.88,5.96,1.01,8.5
South Africa,Cape Town,Villa,High,Stable,1.14,138064,203025,298550,9.41,2.14,4.38,0.89,6.17
Indonesia,Surabaya,Villa,High,Declining,0.46,217987,278945,356948,5.59,3.8,6.91,3.72,6.61
Germany,Berlin,Apartment,Middle,Declining,0.47,171825,261123,396829,10.39,5.43,5.1,1.02,7.05
Italy,Rome,Apartment,High,Stable,0.55,474423,728828,1119653,10.72,2.5,5.65,1.29,6.7
UK,Birmingham,Villa,Low,Stable,1.09,287382,354577,437483,4.68,3.25,8.2,2.69,7.21
Canada,Montreal,Condo,High,Declining,0.5,200411,316231,498985,11.56,5.12,4.61,2.32,10.01
Mexico,Mexico City,Townhouse,High,Declining,0.61,130418,178896,245394,7.43,5.99,7.41,3.59,6.34
Japan,Osaka,Apartment,Low,Declining,0.37,481257,620464,799937,5.79,5.74,7,2.41,4.85
China,Shanghai,Townhouse,Middle,Stable,0.98,411688,557482,754907,7.08,4.93,2.03,0.79,6.06
Brazil,Rio de Janeiro,Condo,Middle,Stable,0.58,479145,709611,1050928,9.62,5.96,5.66,1.09,11.81
Germany,Frankfurt,Townhouse,Middle,Declining,0.64,98117,129670,171370,6.43,7.24,8.99,0.54,10.98
Turkey,Izmir,Condo,High,Stable,0.54,67538,102406,155277,10.33,7.18,6.37,2.51,10.32
Australia,Sydney,Condo,Middle,Declining,1.01,450547,610046,826009,7.08,7.81,9.97,0.91,10.65
UAE,Abu Dhabi,Villa,High,Booming,0.75,224405,311292,431821,7.74,2.34,5.56,3.55,4.92
South Korea,Busan,Condo,High,Booming,0.68,472766,607841,781507,5.71,4.15,4.96,2.32,8.69
South Africa,Johannesburg,Apartment,Low,Booming,1.02,253446,380071,569960,9.99,5.2,4.05,2.8,9.46
Italy,Rome,Condo,Middle,Stable,0.8,75477,86303,98682,2.87,3.71,3.54,2.86,3.17
China,Shenzhen,Condo,Middle,Declining,0.98,169404,206760,252353,4.41,5.17,2.94,3.6,3.77
South Africa,Durban,Condo,High,Stable,0.7,432240,600258,833587,7.77,3.75,4.79,2.97,11.76
India,Delhi,Villa,Low,Declining,1.1,204095,326349,521835,11.98,2.02,1.25,3.38,4.8
Turkey,Izmir,Villa,Low,Booming,0.35,156717,201280,258515,5.69,6.38,6.62,1.33,7.53
Indonesia,Jakarta,Apartment,Middle,Declining,1.13,416753,511671,628206,4.56,7.89,7.38,0.72,3.32
France,Lyon,Townhouse,High,Declining,0.45,377535,434564,500208,3.02,5.07,1.84,3.72,6.1
Canada,Vancouver,Townhouse,Low,Stable,1.12,475194,500556,527271,1.07,4.78,1.22,3.68,7.67
Indonesia,Jakarta,Condo,Middle,Declining,0.37,99625,125620,158397,5.22,7.64,7.24,3.54,6.3
Italy,Milan,Townhouse,Low,Declining,0.34,488443,517478,548240,1.19,7.69,4.32,0.54,9.2
India,Delhi,Condo,High,Declining,1.18,484532,551647,628058,2.77,3.09,6.09,2.73,9.65
Russia,Chicago,Villa,Low,Booming,0.46,481553,674804,945607,8.03,7.08,5.86,1.95,11.79
Australia,Sydney,Condo,Low,Booming,0.82,440093,692843,1090751,11.49,6.05,5.94,0.51,3.36
Indonesia,Bandung,Condo,High,Booming,0.48,133704,159123,189375,3.8,3.83,4.24,1.97,3.89
Japan,Yokohama,Apartment,Low,Booming,0.34,353275,475344,639591,6.91,4.66,6.71,3.4,6.85
South Korea,Seoul,Apartment,High,Declining,0.88,479108,724312,1095010,10.24,4.56,6.8,1.12,8.04
Japan,Osaka,Villa,Low,Stable,1.18,283242,441914,689475,11.2,4.44,9.99,2.53,3.38
Japan,Tokyo,Condo,High,Stable,0.83,173558,185336,197914,1.36,6.93,3.48,3.29,5.59
Brazil,Brasilia,Apartment,Low,Stable,0.47,488271,609804,761587,4.98,5.61,6.49,2.46,11.23
Germany,Berlin,Apartment,Middle,Declining,0.91,231680,353152,538312,10.49,3.09,5.9,3.83,8.63
China,Beijing,Condo,High,Stable,1.04,344102,520164,786307,10.23,7.67,3.46,1.09,7.36
